Epoch,Val_Accuracy,P_Val_Accuracy,Val_Loss,P_Val_Loss
1,0.642011821269989,0.6360946893692017,0.6492442488670349,0.642988383769989
2,0.6775147914886475,0.665680468082428,0.6196607947349548,0.6190040111541748
3,0.7011834383010864,0.6715976595878601,0.5950294137001038,0.5998555421829224
4,0.7278106212615967,0.6893491148948669,0.5705236196517944,0.5803627371788025
5,0.7573964595794678,0.715976357460022,0.550459086894989,0.5602516531944275
6,0.7751479148864746,0.7278106212615967,0.5317005515098572,0.5437021851539612
7,0.7928994297981262,0.7544378638267517,0.5130285024642944,0.5289686918258667
8,0.7958579659461975,0.7692307829856873,0.4948279857635498,0.5152278542518616
9,0.8047337532043457,0.7810651063919067,0.4785017967224121,0.5017050504684448
10,0.8106508851051331,0.7958579659461975,0.46487191319465637,0.48871657252311707
11,0.8165680766105652,0.7958579659461975,0.45372703671455383,0.4798394441604614
12,0.8224852085113525,0.8106508851051331,0.44162023067474365,0.4700098931789398
13,0.8284023404121399,0.8136094808578491,0.43007633090019226,0.4592106342315674
14,0.8284023404121399,0.8165680766105652,0.4204009771347046,0.4487634301185608
15,0.8224852085113525,0.8165680766105652,0.4115230441093445,0.44045865535736084
16,0.8254438042640686,0.8136094808578491,0.4037860631942749,0.4315626621246338
17,0.834319531917572,0.8165680766105652,0.3957698345184326,0.4221767783164978
18,0.8372781276702881,0.8284023404121399,0.3881109654903412,0.41490158438682556
19,0.8372781276702881,0.834319531917572,0.38060006499290466,0.40665626525878906
20,0.8402366638183594,0.834319531917572,0.37424135208129883,0.40084293484687805
21,0.8402366638183594,0.834319531917572,0.36790919303894043,0.39386045932769775
22,0.8461538553237915,0.831360936164856,0.3623587489128113,0.3884439468383789
23,0.8550295829772949,0.8372781276702881,0.3566429913043976,0.38302838802337646
24,0.8520709872245789,0.8402366638183594,0.3524792492389679,0.379437655210495
25,0.8491124510765076,0.8491124510765076,0.34762921929359436,0.37535691261291504
26,0.8491124510765076,0.8491124510765076,0.34325143694877625,0.371107280254364
27,0.8461538553237915,0.8461538553237915,0.3399581015110016,0.3681594431400299
28,0.8461538553237915,0.8491124510765076,0.3366190195083618,0.3658856451511383
29,0.8491124510765076,0.8491124510765076,0.33194178342819214,0.360622763633728
30,0.8550295829772949,0.8491124510765076,0.3283669054508209,0.3571953773498535
31,0.8491124510765076,0.8491124510765076,0.3252454102039337,0.3541809916496277
32,0.860946774482727,0.8520709872245789,0.32287293672561646,0.3511947989463806
33,0.857988178730011,0.8520709872245789,0.3199337422847748,0.3491441607475281
34,0.860946774482727,0.8520709872245789,0.3161681294441223,0.346890389919281
35,0.8550295829772949,0.8520709872245789,0.3127705156803131,0.34365639090538025
36,0.8550295829772949,0.8550295829772949,0.30987539887428284,0.34236669540405273
37,0.8550295829772949,0.8520709872245789,0.30818960070610046,0.3405585289001465
38,0.860946774482727,0.8520709872245789,0.306343138217926,0.3385201096534729
39,0.8668639063835144,0.8520709872245789,0.3042287528514862,0.337252676486969
40,0.8639053106307983,0.860946774482727,0.30182430148124695,0.3366433084011078
41,0.8727810382843018,0.8639053106307983,0.2998192310333252,0.33604854345321655
42,0.8727810382843018,0.860946774482727,0.2980360686779022,0.3350588083267212
43,0.8786982297897339,0.860946774482727,0.29709169268608093,0.33406561613082886
44,0.8786982297897339,0.8639053106307983,0.29530423879623413,0.3331105411052704
45,0.8786982297897339,0.8639053106307983,0.29436200857162476,0.33308908343315125
46,0.8786982297897339,0.8639053106307983,0.29328975081443787,0.33264899253845215
47,0.88165682554245,0.8639053106307983,0.291960209608078,0.33156049251556396
48,0.8846153616905212,0.8668639063835144,0.2896324694156647,0.33112451434135437
49,0.8786982297897339,0.8668639063835144,0.2884095013141632,0.3298792541027069
50,0.88165682554245,0.8639053106307983,0.2870112657546997,0.3288387060165405
51,0.8786982297897339,0.8668639063835144,0.28618699312210083,0.3280784487724304
52,0.8875739574432373,0.8668639063835144,0.28532740473747253,0.32786649465560913
53,0.8846153616905212,0.8668639063835144,0.2843799293041229,0.3272773325443268
54,0.88165682554245,0.8668639063835144,0.28422561287879944,0.32638126611709595
55,0.8846153616905212,0.8668639063835144,0.2824896275997162,0.3263930678367615
56,0.8875739574432373,0.8668639063835144,0.2807423770427704,0.3258134424686432
57,0.88165682554245,0.8668639063835144,0.2806463837623596,0.3255150616168976
58,0.8846153616905212,0.8668639063835144,0.2790002226829529,0.32495009899139404
59,0.8905325531959534,0.8698225021362305,0.2782205641269684,0.32533538341522217
60,0.8934911489486694,0.8698225021362305,0.27727729082107544,0.32511794567108154
61,0.8846153616905212,0.8639053106307983,0.27723774313926697,0.32442787289619446
62,0.8994082808494568,0.8639053106307983,0.2754453718662262,0.32372719049453735
63,0.8846153616905212,0.8668639063835144,0.27487456798553467,0.32425108551979065
64,0.8934911489486694,0.8668639063835144,0.2735488712787628,0.3235151171684265
65,0.8934911489486694,0.8668639063835144,0.2713574469089508,0.3218162953853607
66,0.8875739574432373,0.8668639063835144,0.270736962556839,0.3202670216560364
67,0.8875739574432373,0.8668639063835144,0.2709600329399109,0.32107990980148315
68,0.8875739574432373,0.8668639063835144,0.2716352343559265,0.3214920461177826
69,0.8905325531959534,0.8668639063835144,0.27164676785469055,0.32085350155830383
70,0.8905325531959534,0.8698225021362305,0.2716750502586365,0.32157883048057556
71,0.8905325531959534,0.8698225021362305,0.2703283727169037,0.32111403346061707
72,0.8905325531959534,0.8668639063835144,0.2721782922744751,0.3228256106376648
73,0.8786982297897339,0.860946774482727,0.27400100231170654,0.32571539282798767
74,0.8786982297897339,0.860946774482727,0.27432242035865784,0.32490482926368713
75,0.8757396340370178,0.8698225021362305,0.2738010287284851,0.3240050673484802
76,0.8786982297897339,0.8727810382843018,0.2735055685043335,0.32482725381851196
77,0.8786982297897339,0.8698225021362305,0.2737579345703125,0.3255481719970703
78,0.88165682554245,0.8727810382843018,0.27330464124679565,0.3246929347515106
