Epoch,Val_Accuracy,P_Val_Accuracy,Val_Loss,P_Val_Loss
98,0.831360936164856,0.8284023404121399,0.3994358777999878,0.39614734053611755
99,0.831360936164856,0.8284023404121399,0.4023894667625427,0.39744868874549866
100,0.8284023404121399,0.8284023404121399,0.40159958600997925,0.3966031074523926
101,0.831360936164856,0.8284023404121399,0.40046918392181396,0.39556095004081726
102,0.8284023404121399,0.831360936164856,0.4019939601421356,0.3973144292831421
103,0.8284023404121399,0.8284023404121399,0.4033711850643158,0.40039563179016113
104,0.8254438042640686,0.834319531917572,0.40292978286743164,0.3995298147201538
105,0.8284023404121399,0.8284023404121399,0.39954209327697754,0.40158045291900635
106,0.831360936164856,0.834319531917572,0.398341566324234,0.40204814076423645
107,0.8284023404121399,0.831360936164856,0.398958683013916,0.40324822068214417
108,0.8224852085113525,0.831360936164856,0.40010493993759155,0.4047735035419464
109,0.8284023404121399,0.834319531917572,0.40048515796661377,0.3995652496814728
110,0.8284023404121399,0.834319531917572,0.39486047625541687,0.3957919478416443
111,0.8284023404121399,0.8372781276702881,0.3945721387863159,0.3954817056655884
112,0.831360936164856,0.834319531917572,0.39871594309806824,0.4012044072151184
113,0.8254438042640686,0.8402366638183594,0.3956488072872162,0.3985622823238373
114,0.834319531917572,0.8402366638183594,0.3916838467121124,0.39606359601020813
115,0.831360936164856,0.8372781276702881,0.3968307077884674,0.40185606479644775
116,0.831360936164856,0.8372781276702881,0.39708781242370605,0.4024721086025238
117,0.831360936164856,0.8372781276702881,0.39541351795196533,0.40284132957458496
118,0.831360936164856,0.834319531917572,0.39333903789520264,0.4005970358848572
119,0.831360936164856,0.8372781276702881,0.39352357387542725,0.40178152918815613
120,0.8284023404121399,0.8402366638183594,0.3957188129425049,0.4083573818206787
